id,lang,channel,split,label_origin,source_text,expected_json,verdict,reviewer,comment
seed:035_X_20260903,en,TEXT,en,draft,"NAVIGATIONAL WARNING NO. PL 212/2026 (COASTAL)
CATEGORY: SECURITY-RELATED REQUIREMENTS
AREA: SOUTHERN BALTIC. LOCALISATION: POLISH COAST, POMERANIAN BAY. CHART INT1295.
DUE TO MILITARY EXERCISES AREA BOUNDED BY POSITIONS: 1. 54-12.01N 014-33.98E 2. 54-14.51N 014-30.78E 3. 54-15.51N 014-34.78E 4. 54-13.01N 014-37.08E IS TEMPORARILY DANGEROUS FOR SHIPPING AND FISHERY: ON 2026-09-07 FROM 06:00 TO 14:00 ON 2026-09-08 FROM 06:00 TO 14:00 ON 2026-09-10 FROM 05:00 TO 14:00 TIME IN UTC
TERM OF VALIDITY: FROM 07 SEP 2026, 06:00 (UTC) TO 10 SEP 2026, 14:00 (UTC)
REMARKS: EXTREME CAUTION ADVISED
PROMULGATED 03 SEP 2026. HYDROGRAPHIC OFFICE OF THE POLISH NAVY, POLISH COORDINATOR OF RADIO NAVIGATIONAL WARNINGS.
","{""event_type"": ""EXERCISE"", ""warning_id"": ""PL 212/2026"", ""issued_at"": null, ""valid_from"": ""2026-09-07T06:00:00Z"", ""valid_to"": ""2026-09-10T14:00:00Z"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[14.5663, 54.2002], [14.513, 54.2418], [14.5797, 54.2585], [14.618, 54.2168], [14.5663, 54.2002]]]}, ""location_name"": ""SOUTHERN BALTIC, POLISH COAST, POMERANIAN BAY"", ""agency"": ""BHMW"", ""entities"": []}",,,
seed:036_X_20260903,pl,TEXT,pl,draft,"OSTRZEŻENIE NAWIGACYJNE NR PL 211/2026 (BRZEGOWE)
KATEGORIA: WYMAGANIA W ZAKRESIE BEZPIECZEŃSTWA
OBSZAR: BAŁTYK POŁUDNIOWY. LOKALIZACJA: WYBRZEŻE POLSKIE, ZATOKA POMORSKA. MAPA INT1295.
Z POWODU ĆWICZEŃ WOJSKOWYCH ZAMYKA SIĘ DLA ŻEGLUGI I RYBOŁÓWSTWA NASTĘPUJĄCĄ STREFĘ: S-13 Z CENTRUM O WSPÓŁRZĘDNYCH 54-03.39N 014-32.21E OD DNIA 2026-09-07 OD 08:00 DO DNIA 2026-09-08 DO 16:00 DNIA 2026-09-10 OD 04:00 DO 06:00 DNIA 2026-09-11 OD 04:00 DO 06:00
TERMIN OBOWIĄZYWANIA: OD 07 WRZ 2026, 08:00 (CET) DO 11 WRZ 2026, 06:00 (CET)
UWAGI: STREFA ZAMKNIĘTA
ROZPOWSZECHNIONO 03 WRZ 2026. BHMW, KRAJOWY KOORDYNATOR OSTRZEŻEŃ NAWIGACYJNYCH.
","{""event_type"": ""EXERCISE"", ""warning_id"": ""PL 211/2026"", ""issued_at"": null, ""valid_from"": ""2026-09-07T06:00:00Z"", ""valid_to"": ""2026-09-11T04:00:00Z"", ""geometry"": {""type"": ""Point"", ""coordinates"": [14.5368, 54.0565]}, ""location_name"": ""BAŁTYK POŁUDNIOWY, WYBRZEŻE POLSKIE, ZATOKA POMORSKA, STREFA S-13"", ""agency"": ""BHMW"", ""entities"": [{""type"": ""OTHER"", ""text"": ""S-13""}]}",,,
seed:037_X_20260903,en,TEXT,en,draft,"NAVIGATIONAL WARNING NO. PL 211/2026 (COASTAL)
CATEGORY: SECURITY-RELATED REQUIREMENTS
AREA: SOUTHERN BALTIC. LOCALISATION: POLISH COAST, POMERANIAN BAY. CHART INT1295.
DUE TO MILITARY EXERCISES ZONE IS CLOSED FOR SHIPPING AND FISHERY: S-13 CENTERED 54-03.39N 014-32.21E FROM 2026-09-07 06:00 TO 2026-09-08 14:00 ON 2026-09-10 FROM 02:00 TO 04:00 ON 2026-09-11 FROM 02:00 TO 04:00 TIME IN UTC
TERM OF VALIDITY: FROM 07 SEP 2026, 06:00 (UTC) TO 11 SEP 2026, 04:00 (UTC)
REMARKS: ZONE IS CLOSED
PROMULGATED 03 SEP 2026. HYDROGRAPHIC OFFICE OF THE POLISH NAVY, POLISH COORDINATOR OF RADIO NAVIGATIONAL WARNINGS.
","{""event_type"": ""EXERCISE"", ""warning_id"": ""PL 211/2026"", ""issued_at"": null, ""valid_from"": ""2026-09-07T06:00:00Z"", ""valid_to"": ""2026-09-11T04:00:00Z"", ""geometry"": {""type"": ""Point"", ""coordinates"": [14.5368, 54.0565]}, ""location_name"": ""SOUTHERN BALTIC, POLISH COAST, POMERANIAN BAY, ZONE S-13"", ""agency"": ""BHMW"", ""entities"": [{""type"": ""OTHER"", ""text"": ""S-13""}]}",,,
seed:038_X_20260903,pl,TEXT,pl,draft,"OSTRZEŻENIE NAWIGACYJNE NR PL 208/2026 (NAVTEX)
KATEGORIA: WYMAGANIA W ZAKRESIE BEZPIECZEŃSTWA
OBSZAR: BAŁTYK POŁUDNIOWY. LOKALIZACJA: WYBRZEŻE POLSKIE. MAPA INT1219.
Z POWODU ĆWICZEŃ WOJSKOWYCH ZAMYKA SIĘ DLA ŻEGLUGI I RYBOŁÓWSTWA NASTĘPUJĄCĄ STREFĘ: S-6 Z CENTRUM O WSPÓŁRZĘDNYCH 54-39.27N 016-36.59E DNIA 2026-09-07 OD 08:00 DO 16:00 DNIA 2026-09-08 OD 06:00 DO 23:59 DNIA 2026-09-09 OD 06:00 DO 23:59 DNIA 2026-09-10 OD 06:00 DO 23:59 DNIA 2026-09-11 OD 06:00 DO 23:59
TERMIN OBOWIĄZYWANIA: OD 07 WRZ 2026, 08:00 (CET) DO 11 WRZ 2026, 23:59 (CET)
UWAGI: STREFA ZAMKNIĘTA
ROZPOWSZECHNIONO 03 WRZ 2026. BHMW, KRAJOWY KOORDYNATOR OSTRZEŻEŃ NAWIGACYJNYCH.
","{""event_type"": ""EXERCISE"", ""warning_id"": ""PL 208/2026"", ""issued_at"": null, ""valid_from"": ""2026-09-07T06:00:00Z"", ""valid_to"": ""2026-09-11T21:59:00Z"", ""geometry"": {""type"": ""Point"", ""coordinates"": [16.6098, 54.6545]}, ""location_name"": ""BAŁTYK POŁUDNIOWY, WYBRZEŻE POLSKIE, STREFA S-6"", ""agency"": ""BHMW"", ""entities"": [{""type"": ""OTHER"", ""text"": ""S-6""}]}",,,
seed:039_X_20260903,en,TEXT,en,draft,"NAVIGATIONAL WARNING NO. PL 208/2026 (NAVTEX)
CATEGORY: SECURITY-RELATED REQUIREMENTS
AREA: SOUTHERN BALTIC. LOCALISATION: POLISH COAST. CHART INT1219.
DUE TO MILITARY EXERCISES ZONE IS CLOSED FOR SHIPPING AND FISHERY: S-6 CENTERED 54-39.27N 016-36.59E ON 2026-09-07 FROM 06:00 TO 14:00 ON 2026-09-08 FROM 04:00 TO 21:59 ON 2026-09-09 FROM 04:00 TO 21:59 ON 2026-09-10 FROM 04:00 TO 21:59 ON 2026-09-11 FROM 04:00 TO 21:59 TIME IN UTC.
TERM OF VALIDITY: FROM 07 SEP 2026, 06:00 (UTC) TO 11 SEP 2026, 21:59 (UTC)
REMARKS: ZONE IS CLOSED
PROMULGATED 03 SEP 2026. HYDROGRAPHIC OFFICE OF THE POLISH NAVY, POLISH COORDINATOR OF RADIO NAVIGATIONAL WARNINGS.
","{""event_type"": ""EXERCISE"", ""warning_id"": ""PL 208/2026"", ""issued_at"": null, ""valid_from"": ""2026-09-07T06:00:00Z"", ""valid_to"": ""2026-09-11T21:59:00Z"", ""geometry"": {""type"": ""Point"", ""coordinates"": [16.6098, 54.6545]}, ""location_name"": ""SOUTHERN BALTIC, POLISH COAST, ZONE S-6"", ""agency"": ""BHMW"", ""entities"": [{""type"": ""OTHER"", ""text"": ""S-6""}]}",,,
seed:040_U_20260908,en,SDR,noisy,none,"ZCZC UA96
080320 UTC SEP 26
MONDOLFO RADIO

COASTAL WARNING 357/26 AUG 03
MERIDIONAL ADRIATIC AND SETTEOH__Z_SMFZFMJP_FROM 07 UNTIL 16 SEP 2026, THE N_O GAIA BLU
WILL CARRY OUT P_JZ
GJONZ_P_Z_YDFXMX__FM+6__94-_3 .-8,53,-,_0.!._$0.,__(34_1+3__ :9.0-.-43 _-48
-,$._'_!_+'__ALL UNITS INMHYJFHM_CJ_MEMBTFBCBM_CHFZMWM_FHFMMJ_PONWFJH_PMZ._
.__!'_._6+_.:!_*_
NNNN
",,,,
seed:041_U_20260908,en,SDR,noisy,none,"ZCZC UA94
080320 UTC SEP 26
MONDOLFO RADIO

COASTAL WARNING 408/26 SEP 05
SOU
_ERN ADRIATIC SEA - BARI.

                           ADRIFT,   1.5 METERS
CONSTITUTING A DANGER TO NAVIGATION,._!._+*!_!+_LAT 41 34' 35'' N - LONG. 017 14' 20''
E
TRANSIT SHIPS BEWARE.

NNNN
",,,,
seed:042_U_20260908,en,SDR,noisy,none,"ZCZC UA92
080320 UTC SEP 26
MONDOLFO RADIO

NAVAREA III
NORTHERN ADRIA
F_MJPON_D_H_HHI(SPLIT) 300-31 VENEZIA-ZADAR, INT 204 RAMKBB_ENEZIA
22 SEPTEMBER 2026 AND 26._*0__0_)0_._7UE_G_YZBB_ UTC TO 1900 UTC, SLOVENIAN NAVY WILL
EXECUTE GUNNERY EXEY_FJPJMZM_SZHPWMHY_PHMFMYPMLZCWPWMLE

A. 45 17.0 N 012 _ E
B. 45 17.0 N 012 57._._09,_45 03_MB99___9_,_+7_8_0_)__8)$8+)__.5 E
E. 45 07.0 N 012 52_3.
SLOVENIAN PATRO_ SHIPS WILL CONDUCT SAFETY MESSAGE ON VHF 16 PRIOR GUNNERY
EXERCIS_MWFSE_
NNNN
",,,,
seed:043_U_20260907,en,SDR,noisy,none,"ZCZC UA96
072320 UTC SEP 26
MONDOLFO RADIO

COASTAL WARNING 357/26 AUG 03
MERIDIONAL ADRIATIC AND SETTENTRIONAL IONIAN SEA.
FROM 07 UNTIL 16 SEP 2026, THE N-ZM_FMLSCM_F_ARRY OUT EMSO-SA
OCEANODFX_UFXXM+6_+$+__$+_!_0_0_0.!._$0.__06._!66+6*9,+./__BYPMLYFMWM_S_F_ZS__ALL UNITS
NNMHYJFHM_CJ_MEMBTFBCBM_CHFZMWM_FHFMMJ_PONWFJH_B_Q MILE FROM UNITS.
,_9,,_77__7ZCZC
",,,,
seed:044_U_20260907,en,SDR,noisy,none,"ZCZC UA93
0723__.____.*0M
U_O_G_ZWZS_ZMYWFZONON_ZJHSM_YF_M
Y__U_EP 06
SOUTHERN ADRIATIC SEA - BARI.
THE BARI VTS CENTER IS IN NON-OPERATIONAL PHASE FROM 19.00LT
ON 06 SE_MH_M_CB_GSHMZM_SEP 26, THEREFORE, VTS SERVJ
N_J_ZHZHMLPM_YZ
FW_W_
NNNN
",,,,
seed:045_H_20260908,en,SDR,noisy,none,"ZCZC HA60
140945 UTC MAR 26
IRAKLEIO _ADS_VWARN 209/26
SOUTH EASTERN PELOPONNESE
LACONIAN GULF
EXERCISES BY H_LSC NAVY
FROM 151500 UTC MAR 26 UNTII_L H __MG_H_MJP_
U_FMYPMLZCWPWMLE_EY RPMUPN - 022 40.60E
36 33.40N - 022 48.90E
3_.78N JA P_W RO_*_*=!__6:
-6 22.07 PTMIPN PWW _OMIEE
AVOID CROSSIN_ AO_PM_PK_Z_

 _ I)_3___ZCZC
",,,,
seed:046_H_20260908,en,SDR,en,none,"ZCZC HA86
312050 UTC AUG 26
IRAKLEIO STATION RADIO NAVWARN 1036/26
1. UNAUTHORIZED STATION HAS BROADCAST NAVTEX MESSAGE

                                  59 ':83,58!8: 43'3-
4:$_.9,__6_.+.__!/$.___/_.$$_31UBKQB___QBD_N__1$_=_(_UB_SFPJMZ_PY_N_YPPVM_ZHFPHSMJDPS_M
OREOVER, THISM_Z_ON FALLS WITHIN TDPMDPSSPF_ON__HPTMJ_Y
F_PMYP_MG_DPYPMHDPMFY_SPFZM_HPTMJHHFZMDJMHDPMP_AUTHORITY TO BROADCAST NAVTEX MESSAGES.
3. CANCEL THIS MESSAGE ON _QTWPTOXAMJPM
U_GONNIII_ZCZC
",,,,
